File Name,F3 Delta,F3 Theta,F3 Alpha,F3 Beta,F3 Gamma,FC5 Delta,FC5 Theta,FC5 Alpha,FC5 Beta,FC5 Gamma,AF3 Delta,AF3 Theta,AF3 Alpha,AF3 Beta,AF3 Gamma,F7 Delta,F7 Theta,F7 Alpha,F7 Beta,F7 Gamma,T7 Delta,T7 Theta,T7 Alpha,T7 Beta,T7 Gamma,P7 Delta,P7 Theta,P7 Alpha,P7 Beta,P7 Gamma,O1 Delta,O1 Theta,O1 Alpha,O1 Beta,O1 Gamma,O2 Delta,O2 Theta,O2 Alpha,O2 Beta,O2 Gamma,P8 Delta,P8 Theta,P8 Alpha,P8 Beta,P8 Gamma,T8 Delta,T8 Theta,T8 Alpha,T8 Beta,T8 Gamma,F8 Delta,F8 Theta,F8 Alpha,F8 Beta,F8 Gamma,AF4 Delta,AF4 Theta,AF4 Alpha,AF4 Beta,AF4 Gamma,FC6 Delta,FC6 Theta,FC6 Alpha,FC6 Beta,FC6 Gamma,F4 Delta,F4 Theta,F4 Alpha,F4 Beta,F4 Gamma
Omar2-Sleep stage W-00,171.279,22.551,26.625,18.734,3.728,151.155,13.124,22.076,16.442,3.936,18.432,3.865,3.023,4.243,2.384,95.109,7.599,9.809,9.340,3.934,157.328,4.256,3.757,10.905,4.299,3093.493,79.302,24.463,15.966,5.455,20.313,7.473,11.546,10.291,2.827,139.701,5.987,51.865,27.823,4.936,239.802,11.080,44.040,29.825,8.859,217.070,6.903,28.636,21.627,4.754,9108.866,237.586,32.423,30.614,8.515,849.003,33.238,24.285,18.208,7.707,381.508,53.239,28.809,25.243,18.252,16147.499,2344.792,4147.577,2733.524,1045.752
Omar2-Sleep stage W-01,200.202,8.797,5.262,9.728,1.582,168.626,7.579,4.379,13.281,4.470,11.210,1.596,1.025,2.412,2.653,16.390,10.185,3.934,10.093,5.713,15.036,3.604,3.769,7.998,6.092,1241.176,18.403,8.207,17.120,5.658,33.707,5.923,5.742,15.192,5.429,512.529,18.999,15.416,17.786,6.743,5358.176,138.167,34.501,15.801,6.801,3335.097,37.709,29.399,23.807,5.619,5242.492,83.515,39.021,13.919,6.016,2046.716,29.646,15.541,16.433,5.730,440.658,32.495,16.868,26.485,9.940,5917.535,1840.203,819.313,868.876,268.597
Omar2-Sleep stage W-02,48.494,20.185,18.603,11.069,2.900,82.893,12.241,8.522,10.144,5.695,12.878,3.948,4.094,4.671,2.544,102.468,9.618,7.998,9.072,3.845,51.684,2.033,2.980,6.445,3.795,2470.468,24.802,3.292,12.651,7.951,48.441,9.100,3.891,9.666,5.249,452.391,31.420,17.925,17.445,6.358,9401.434,38.518,21.831,23.987,11.730,4981.042,30.199,15.509,20.752,9.764,5236.710,149.409,17.253,16.863,10.453,1001.418,62.540,32.195,15.173,9.967,171.339,31.548,42.440,20.202,11.415,10996.607,1516.448,812.336,648.484,160.829
Omar2-Sleep stage W-03,346.407,19.341,49.937,15.961,6.212,53.228,7.202,21.323,9.469,4.729,61.111,5.431,4.941,2.567,2.442,95.773,5.466,12.147,5.764,4.160,134.502,3.252,7.370,9.204,4.049,5898.143,58.209,22.565,22.477,6.970,22.297,6.511,15.386,15.324,3.354,2579.725,120.618,36.127,27.903,3.831,33826.955,1432.614,168.800,75.345,10.937,24482.041,983.405,66.309,37.021,8.706,3932.746,83.331,67.951,16.466,8.773,2291.814,49.419,29.013,19.121,8.682,471.896,41.998,52.372,22.109,8.472,6666.724,789.720,903.539,898.210,157.033
Omar2-Sleep stage W-04,206.644,19.797,5.705,9.395,7.055,333.586,6.649,7.567,9.746,4.156,51.006,1.905,1.646,3.056,1.955,26.341,12.274,7.238,12.162,5.264,157.848,2.073,2.852,5.331,4.818,6482.567,102.553,10.784,15.824,6.796,71.059,8.336,4.889,9.643,5.283,403.373,86.428,22.104,15.533,6.530,2745.695,140.882,82.337,23.450,11.467,3152.669,224.940,71.672,20.067,7.768,15051.910,183.089,33.032,14.793,10.868,4192.243,53.939,20.178,14.519,8.128,5108.525,87.242,23.018,15.225,11.389,13228.854,3790.981,1801.285,1520.188,944.504
Omar2-Sleep stage W-05,27.818,8.511,12.623,9.260,6.384,104.493,5.057,10.473,9.982,5.489,5.700,1.755,5.284,5.198,3.050,49.526,5.319,9.361,7.901,4.042,221.350,1.295,4.081,3.676,6.592,1481.472,70.462,10.005,14.718,9.557,22.553,3.266,5.158,9.997,5.684,572.324,131.713,22.931,23.908,8.099,4013.162,782.735,97.576,43.266,11.087,3796.329,674.593,53.256,17.506,7.021,1413.932,130.825,36.215,26.774,9.409,4710.494,72.214,19.841,14.613,7.030,1048.409,21.002,9.286,19.710,15.003,104487.926,2305.674,2315.423,2223.614,506.733
Omar2-Sleep stage W-06,35.346,12.875,7.214,10.844,6.082,68.966,7.637,6.083,6.955,6.112,15.177,1.782,2.285,3.326,2.410,22.976,2.549,3.774,6.618,4.401,115.162,9.282,1.295,6.828,5.333,13546.522,85.406,7.421,8.931,7.050,31.137,8.377,4.251,7.849,5.546,755.086,68.463,30.776,19.789,6.592,3523.694,267.576,80.715,22.949,7.908,3601.267,246.470,73.398,20.024,6.063,459.458,56.501,5.504,16.362,8.344,1224.356,22.423,10.190,13.467,7.426,357.909,20.291,6.781,18.544,9.945,24889.891,5615.797,3116.116,3226.926,870.061
Omar2-Sleep stage W-07,252.975,7.027,17.425,15.628,3.488,243.780,6.771,12.501,11.204,4.265,4.379,1.489,5.439,4.769,3.727,31.231,3.791,14.339,12.007,7.725,354.423,10.149,7.438,6.187,3.182,26157.207,50.112,52.176,13.634,8.326,22.151,12.960,13.725,11.486,4.908,722.975,63.640,16.110,45.345,6.031,4752.051,377.489,98.014,64.780,10.622,3961.145,230.028,27.405,37.231,6.905,11238.350,1345.746,212.594,41.914,5.185,159.959,39.281,28.489,23.107,6.291,1807.770,34.018,36.378,21.760,10.664,65319.615,10079.132,9319.604,4096.551,1809.103
Omar2-Sleep stage W-08,65.948,7.891,8.068,13.183,4.475,283.555,8.844,8.025,17.701,7.476,11.267,1.940,1.902,4.356,1.432,76.000,4.375,4.716,9.961,4.053,347.326,3.642,4.251,4.498,3.525,1646.742,18.859,4.664,14.164,3.649,56.729,9.074,2.326,12.021,5.652,681.358,48.998,28.095,24.196,7.488,2127.692,431.927,90.640,49.175,13.074,2700.923,288.874,37.019,28.054,9.778,6538.873,180.934,22.181,28.871,7.185,3888.360,71.797,18.740,25.941,6.107,3036.659,52.584,15.317,27.141,8.190,315747.635,17844.747,5591.065,3895.717,2047.817
Omar2-Sleep stage W-09,353.696,4.738,10.539,11.594,4.553,38.775,3.099,7.168,10.517,8.403,28.266,1.314,1.537,2.052,3.175,503.032,8.933,12.122,10.097,13.383,41.742,3.252,5.607,10.209,5.800,1699.272,55.710,20.908,26.071,4.542,100.259,11.069,14.718,19.357,7.640,4888.677,107.355,51.003,16.548,8.926,13545.527,856.936,88.695,88.455,10.780,12868.498,573.073,98.019,26.632,9.587,3309.542,89.219,17.142,15.077,6.377,5757.775,71.926,20.228,12.166,7.045,2931.039,33.374,19.246,22.501,16.564,19789.955,3936.733,3588.547,3321.270,879.778
Omar2-Sleep stage W-10,47.678,10.413,6.986,8.811,3.023,42.445,9.749,3.736,6.169,4.856,10.672,5.278,2.503,4.118,2.233,41.915,6.884,5.126,6.476,3.241,281.089,10.956,2.810,7.486,3.969,162000.606,685.204,121.122,28.084,8.620,156.332,5.601,10.327,8.397,5.224,732.517,8.998,57.715,24.273,7.193,1684.227,140.017,86.307,74.211,15.814,1473.573,53.925,140.685,46.480,5.407,1308.191,105.272,38.124,14.096,8.884,778.887,14.152,35.598,14.462,6.247,2291.859,24.825,36.946,16.932,9.024,35009.130,4510.969,1124.873,2404.608,1404.725
Omar2-Sleep stage W-11,83.666,3.218,9.918,6.302,8.570,98.381,5.980,7.441,9.984,10.656,20.253,1.416,2.591,3.560,2.097,146.970,1.956,7.159,6.873,5.921,131.834,1.423,9.472,8.404,5.535,3760.377,33.292,31.328,14.601,5.731,6.108,8.251,10.129,9.673,4.000,96.508,9.846,13.531,15.759,8.664,1502.635,44.180,80.187,25.922,15.799,553.192,19.790,15.806,19.129,9.945,1877.483,62.012,31.467,17.401,13.612,1332.759,22.391,13.537,15.713,12.800,125.361,8.445,17.464,13.933,9.371,144385.212,5631.828,1619.341,2575.431,824.888
Omar2-Sleep stage W-12,53.672,12.206,6.827,18.153,4.170,77.887,9.675,9.962,9.311,6.158,7.057,2.432,2.760,4.938,2.868,5.217,4.099,5.312,7.870,5.176,107.531,3.699,9.657,8.984,4.336,453.059,37.980,15.658,13.254,8.368,19.014,6.024,14.188,13.383,3.454,896.353,24.126,30.775,37.627,12.009,7816.264,132.553,28.885,45.411,15.257,5339.800,66.287,49.807,20.149,9.543,10142.545,152.998,33.688,25.953,8.029,971.772,38.705,19.716,21.090,6.658,621.790,24.733,21.237,26.505,10.843,14143.210,11680.784,5892.911,2242.518,1510.383
Omar2-Sleep stage W-13,28.370,27.223,8.304,13.376,2.235,172.948,15.956,6.413,10.084,6.411,18.937,4.048,1.792,2.308,2.567,35.790,13.866,2.140,6.242,3.566,98.393,9.805,6.393,7.461,2.433,4313.539,52.441,10.142,10.182,8.481,23.799,4.264,2.439,4.682,3.677,37.719,26.157,18.641,14.345,8.343,615.564,41.224,31.047,24.356,13.277,305.263,63.363,26.382,17.842,6.257,2722.512,87.987,14.551,23.852,7.032,2012.048,35.770,9.730,17.636,6.527,1867.646,42.486,24.180,15.150,4.186,195906.763,16571.519,9166.251,10270.180,2353.032
Omar2-Sleep stage W-14,38.257,9.318,6.495,8.911,3.098,47.733,4.895,5.594,9.842,3.464,7.047,1.070,1.488,4.000,1.791,27.258,3.566,5.002,9.113,3.756,50.029,3.116,3.983,6.163,3.228,1769.586,54.420,21.395,11.840,5.925,24.682,2.970,6.291,9.199,3.102,214.798,27.231,18.989,12.952,7.233,3080.063,134.249,23.661,19.590,8.545,2258.700,109.885,39.486,14.264,7.974,1287.548,107.063,26.017,12.317,5.918,2461.122,37.208,18.203,13.937,7.051,2089.382,38.648,24.416,9.825,7.061,98325.731,4240.713,5705.657,3848.932,1449.091
Omar2-Sleep stage W-15,433.361,15.532,14.401,12.913,5.422,807.967,15.640,17.535,14.702,5.988,395.978,4.421,4.533,4.501,1.244,714.709,13.004,12.111,9.606,3.823,746.339,6.127,10.294,9.587,4.090,2560.909,64.945,7.112,23.515,10.020,414.240,9.125,5.823,8.463,2.539,633.967,18.750,13.361,14.775,7.748,2659.728,104.817,52.079,18.965,12.865,1417.854,124.939,27.928,21.603,7.309,2133.776,95.134,10.210,17.260,6.401,4849.443,70.796,13.939,26.866,6.808,2053.242,25.648,13.986,22.743,6.861,13184.502,4976.941,1506.273,3624.010,686.770
Omar2-Sleep stage W-16,42.559,6.874,9.002,16.384,2.567,242.184,8.588,5.978,11.848,3.207,18.747,2.335,1.387,2.971,1.557,149.371,5.643,4.452,7.836,2.916,165.188,8.617,5.217,8.752,6.128,2604.147,32.412,27.309,14.333,9.820,41.262,5.581,6.426,10.288,4.362,257.775,18.223,24.387,13.934,5.000,2592.367,25.203,26.078,27.267,10.363,1995.574,52.487,22.392,17.711,6.709,2325.261,71.943,35.976,20.312,5.590,707.596,21.160,14.504,16.591,10.847,1226.351,12.123,13.559,21.148,7.852,141646.892,6354.063,13500.642,3662.162,763.708
Omar2-Sleep stage W-17,51.339,4.423,10.733,12.628,5.556,74.085,5.961,4.291,11.648,4.369,4.368,1.281,1.464,3.433,3.324,25.125,2.665,5.096,11.538,7.547,93.019,3.846,5.345,6.653,7.291,11510.399,76.882,13.225,16.406,16.991,17.735,5.819,5.776,10.027,4.022,708.408,28.557,14.158,17.977,10.182,7686.666,62.536,36.193,32.551,14.018,4178.434,100.192,15.070,17.169,7.385,1598.284,71.976,76.493,27.427,8.982,1746.523,16.041,24.208,24.730,9.307,900.745,42.187,37.599,19.687,8.616,71864.939,5095.419,2472.528,5107.475,1062.716
Omar2-Sleep stage W-18,145.514,10.060,8.120,9.626,2.245,201.600,16.226,9.302,14.078,5.250,14.029,4.387,2.686,4.717,1.153,27.768,9.031,5.202,8.301,3.466,130.257,7.879,7.516,8.631,4.313,3563.312,52.407,14.765,15.902,10.519,91.969,12.451,4.014,6.896,3.362,698.432,47.088,19.859,13.006,6.208,2208.174,46.591,43.717,32.918,10.052,2565.035,85.503,14.636,15.951,7.489,10683.314,873.637,69.204,27.201,7.110,1439.600,19.952,8.171,19.628,8.847,436.512,11.461,11.457,12.181,9.307,120146.182,32025.966,23293.775,30443.184,1171.847
Omar2-Sleep stage W-19,116.072,5.934,11.424,8.968,5.870,93.669,2.016,4.932,6.271,12.758,6.294,0.668,0.563,2.256,2.035,12.067,1.951,1.996,9.464,7.254,337.410,8.300,3.261,9.907,6.606,8670.019,64.296,19.481,18.474,10.478,46.099,10.291,7.307,10.923,6.288,3219.318,52.821,43.869,15.754,9.196,18432.755,253.060,106.292,39.298,18.102,19574.701,292.810,73.718,19.824,7.496,1153.514,47.865,37.963,18.638,5.906,1743.732,19.235,20.010,14.292,8.030,1805.262,40.947,35.343,13.808,5.541,216804.850,16706.835,13005.945,8363.451,1719.735
Omar2-Sleep stage W-20,63.167,21.878,17.102,14.107,3.834,91.517,21.477,12.555,12.540,3.687,19.929,6.536,4.600,4.208,1.535,381.131,22.486,7.780,10.456,5.179,74.537,11.823,6.406,6.495,4.025,6600.552,94.908,18.610,10.736,6.884,112.433,16.781,12.988,9.193,2.840,1004.449,140.624,35.896,19.211,7.376,1649.283,773.042,97.108,32.073,10.791,3638.832,675.880,77.768,29.514,5.652,4297.914,523.579,26.671,32.287,10.398,1062.207,140.791,29.427,22.558,4.120,2012.996,59.873,37.546,17.680,5.144,162457.617,32153.811,17514.775,14809.260,3767.815
Omar2-Sleep stage W-21,8.171,10.019,19.343,14.183,5.558,298.033,9.501,10.411,12.233,5.235,12.214,1.515,1.113,3.990,2.638,51.413,1.841,2.894,8.358,3.695,63.657,3.115,3.317,9.124,3.592,270.641,16.196,11.829,16.957,6.395,6.469,6.864,7.701,8.401,3.680,365.543,49.136,34.007,26.470,10.451,2794.413,154.917,41.371,29.575,14.164,2449.253,166.548,52.737,37.005,9.641,3354.763,101.454,43.275,33.896,7.668,2356.164,90.003,22.861,33.624,8.796,1265.024,18.382,13.248,28.302,8.278,86335.290,22980.465,19089.088,8946.518,2529.526
Omar2-Sleep stage W-22,23.595,3.992,28.929,7.963,5.683,84.270,4.336,24.365,10.506,3.195,5.892,1.886,7.554,4.726,3.444,31.913,4.998,16.556,8.256,3.483,50.859,1.796,6.443,9.233,4.408,526.211,33.401,20.620,18.226,9.043,16.316,0.799,7.475,10.162,3.858,210.679,19.059,67.133,25.188,6.356,951.426,74.906,65.685,38.286,8.842,928.889,54.298,25.927,22.900,4.789,974.563,50.933,28.951,16.039,6.706,814.269,40.870,24.054,21.421,5.066,458.383,8.671,26.596,17.746,8.484,86257.158,7727.575,4999.813,4034.445,978.198
Omar2-Sleep stage W-23,14.272,23.071,16.532,20.970,5.579,52.600,13.843,9.323,12.027,6.767,6.834,4.311,2.766,2.887,2.999,17.572,10.510,6.700,9.371,3.577,61.414,5.671,10.962,9.427,4.578,4215.332,27.453,11.420,21.423,9.015,18.622,11.953,8.375,12.089,4.085,66.988,17.438,33.594,16.009,5.157,280.425,31.616,36.693,31.472,9.731,149.798,17.437,19.253,19.160,7.597,1432.853,60.600,28.009,30.125,4.392,115.553,43.035,20.871,25.679,10.371,1569.731,44.034,36.839,29.152,4.408,113108.640,27539.813,20046.474,6141.308,2071.416
Omar2-Sleep stage W-24,21.460,13.210,8.556,10.911,5.480,148.845,14.623,12.550,11.223,6.223,28.479,3.896,1.596,2.491,2.731,213.828,18.494,7.453,8.424,6.861,84.687,6.600,4.691,7.227,5.316,3824.437,63.201,11.830,17.774,11.335,38.772,8.704,5.967,7.312,5.930,720.641,27.335,34.268,16.638,10.355,2181.734,133.198,26.284,23.593,17.321,3162.783,60.324,41.319,8.304,14.286,7790.364,98.828,58.301,17.204,7.468,1024.702,19.708,10.494,18.244,10.680,313.459,35.159,17.571,11.391,6.987,220313.130,26891.716,5971.948,15338.093,5157.624
Omar2-Sleep stage W-25,41.531,5.751,11.394,16.197,3.430,24.375,9.678,14.049,19.310,6.397,4.127,3.903,3.194,5.613,3.772,22.801,7.418,7.084,11.153,4.441,92.329,8.084,6.261,8.326,4.246,2214.868,58.968,13.157,23.533,10.199,33.116,6.748,9.745,14.719,7.160,1363.828,48.016,19.133,24.953,8.197,7600.382,235.004,74.154,40.727,11.589,8368.479,207.236,26.325,24.775,11.763,5565.163,199.689,46.022,26.133,12.433,662.918,78.435,19.996,28.046,14.674,1058.154,30.035,15.444,28.978,13.543,48089.984,10642.086,12521.196,11381.655,2812.853
Omar2-Sleep stage W-26,51.754,6.599,14.059,8.532,5.643,159.302,5.666,11.425,9.704,5.527,7.191,2.059,2.690,4.513,5.202,81.074,15.525,7.301,5.356,5.836,204.627,2.487,6.525,4.898,4.091,362.440,25.747,20.606,15.560,9.644,43.209,8.212,5.901,9.252,6.646,509.863,11.579,21.304,16.533,10.174,245.363,50.093,45.030,35.546,25.698,1970.650,16.250,25.768,14.924,10.570,4498.135,103.299,13.088,12.637,8.550,1999.549,11.022,17.447,20.021,9.918,2271.885,24.358,23.776,15.275,7.487,105521.267,6068.717,4803.824,3710.860,568.186
