File Name,F3 Delta,F3 Theta,F3 Alpha,F3 Beta,F3 Gamma,FC5 Delta,FC5 Theta,FC5 Alpha,FC5 Beta,FC5 Gamma,AF3 Delta,AF3 Theta,AF3 Alpha,AF3 Beta,AF3 Gamma,F7 Delta,F7 Theta,F7 Alpha,F7 Beta,F7 Gamma,T7 Delta,T7 Theta,T7 Alpha,T7 Beta,T7 Gamma,P7 Delta,P7 Theta,P7 Alpha,P7 Beta,P7 Gamma,O1 Delta,O1 Theta,O1 Alpha,O1 Beta,O1 Gamma,O2 Delta,O2 Theta,O2 Alpha,O2 Beta,O2 Gamma,P8 Delta,P8 Theta,P8 Alpha,P8 Beta,P8 Gamma,T8 Delta,T8 Theta,T8 Alpha,T8 Beta,T8 Gamma,F8 Delta,F8 Theta,F8 Alpha,F8 Beta,F8 Gamma,AF4 Delta,AF4 Theta,AF4 Alpha,AF4 Beta,AF4 Gamma,FC6 Delta,FC6 Theta,FC6 Alpha,FC6 Beta,FC6 Gamma,F4 Delta,F4 Theta,F4 Alpha,F4 Beta,F4 Gamma
Omar2-Sleep stage W-00,8418.291,18.150,15.862,26.768,13.652,8398.558,11.361,16.870,26.587,16.562,8394.222,6.939,7.293,17.356,12.383,8421.402,10.383,12.406,23.862,16.158,8404.578,7.208,10.555,23.744,15.783,8738.195,57.366,39.617,60.947,37.451,8397.032,9.416,13.878,24.158,15.333,8467.377,19.240,22.933,39.319,18.415,8487.019,40.072,38.665,56.577,38.843,8537.611,37.759,25.841,49.353,26.809,8877.870,139.473,80.681,115.052,69.107,8504.546,24.164,20.232,31.293,24.669,8448.318,33.371,24.595,39.199,37.468,8690.669,224.846,227.694,410.957,226.480
Omar2-Sleep stage W-01,8488.051,21.164,18.734,25.446,13.731,8451.138,10.240,11.489,24.789,16.349,8410.964,6.113,5.775,12.326,13.883,8427.737,10.978,9.819,22.949,16.324,8423.133,7.654,8.125,20.617,18.904,8510.951,44.862,39.668,56.782,37.502,8401.079,9.385,13.444,24.029,16.279,8582.766,16.160,21.132,32.986,18.776,8226.502,47.854,30.891,33.658,22.630,8901.210,34.281,26.215,36.866,23.682,8769.083,71.433,59.942,74.623,48.607,8635.100,30.905,16.605,36.368,22.355,8467.619,30.547,17.731,36.345,26.887,8892.252,129.895,111.668,229.232,137.227
Omar2-Sleep stage W-02,8404.156,16.730,16.054,26.677,15.872,8431.347,12.509,14.716,25.851,17.017,8408.687,5.456,8.241,15.337,12.030,8418.367,11.627,12.977,21.555,13.721,8414.132,10.539,10.961,24.403,17.253,8921.300,105.202,65.706,107.219,72.779,8429.729,12.482,8.193,24.089,17.312,8499.353,23.463,16.685,33.204,20.005,8807.012,54.229,29.944,62.375,41.323,8754.661,41.367,20.518,47.056,27.358,8450.694,44.913,23.309,30.670,21.663,8510.189,30.414,23.411,38.078,23.757,8488.733,18.788,21.287,36.766,27.176,8650.878,129.090,103.003,185.838,90.648
Omar2-Sleep stage W-03,8526.749,17.342,28.041,28.567,15.556,8442.002,14.755,21.660,26.748,18.776,8440.797,8.988,8.836,12.899,10.605,8445.549,11.078,15.121,20.258,16.025,8450.642,13.430,14.295,24.800,16.767,8694.624,103.075,68.805,108.026,66.617,8436.255,10.780,15.863,30.563,14.364,8970.727,68.961,47.192,61.776,33.076,8690.062,235.635,154.547,247.868,151.744,10038.136,201.748,121.135,187.393,113.882,8672.425,43.671,36.990,36.373,23.781,9090.209,87.402,50.683,77.964,52.730,8624.098,33.361,40.551,41.460,24.958,8860.152,136.358,133.006,209.367,114.769
Omar2-Sleep stage W-04,8428.124,19.079,11.227,24.016,16.630,8435.623,11.823,13.742,23.490,15.307,8439.764,7.535,6.873,13.714,10.538,8448.145,15.448,10.614,22.805,14.721,8458.002,9.682,11.626,19.663,14.791,8781.530,37.041,22.124,36.589,20.859,8428.153,9.136,9.366,22.599,15.547,8629.817,87.380,60.693,84.020,58.543,8935.578,285.958,184.541,296.550,179.912,9183.124,245.038,164.223,244.293,162.823,8749.476,52.335,28.483,32.399,20.734,8749.985,78.993,53.171,78.595,55.883,8692.150,48.021,29.048,39.557,28.238,8998.360,219.330,250.676,282.779,189.919
Omar2-Sleep stage W-05,8383.065,14.064,15.055,27.112,16.419,8431.854,12.890,10.616,23.241,15.864,8398.453,7.704,9.339,16.821,12.641,8433.719,18.698,12.784,23.856,13.550,8449.480,8.018,10.474,15.684,15.866,8442.684,37.867,25.930,38.876,27.013,8405.800,6.701,12.200,23.596,16.224,8343.625,40.757,21.467,36.771,23.324,8969.354,109.960,50.984,59.432,35.671,8282.672,99.483,36.633,51.883,36.376,8483.820,58.658,37.459,51.357,26.816,8436.974,41.278,18.607,37.631,19.476,8429.853,18.929,14.323,37.925,27.810,9986.379,257.329,228.844,346.237,166.593
Omar2-Sleep stage W-06,8415.006,17.351,12.090,34.089,16.873,8422.885,13.619,10.316,25.737,15.513,8395.846,6.034,5.503,14.663,9.913,8407.575,9.915,8.664,23.754,13.528,8420.202,10.989,5.798,22.040,15.097,8703.455,46.129,25.855,35.960,27.384,8399.684,12.544,6.786,22.100,17.217,8399.105,26.724,21.878,37.689,21.778,8866.343,66.478,58.751,51.544,26.058,8405.424,56.404,44.319,43.895,28.417,8564.069,77.606,40.424,76.668,47.105,8361.203,33.352,15.952,37.515,23.570,8412.776,22.017,16.281,35.749,25.300,9223.056,339.435,342.812,556.319,247.340
Omar2-Sleep stage W-07,8470.991,14.963,17.827,29.950,16.768,8440.936,9.859,13.474,24.983,14.061,8398.193,5.566,10.272,16.026,13.675,8437.706,10.948,15.931,24.081,17.980,8412.976,11.404,11.591,18.126,14.922,8879.314,30.670,24.972,27.414,20.647,8406.237,13.805,13.272,23.760,15.963,8430.367,34.631,20.565,48.334,25.018,8958.779,109.857,73.148,87.225,55.505,8455.219,80.876,52.132,75.872,45.310,8949.307,133.554,57.891,49.587,21.980,8564.092,24.419,22.324,35.023,19.630,8602.337,32.513,24.253,38.500,24.007,9396.323,632.667,463.514,604.381,338.018
Omar2-Sleep stage W-08,8422.028,11.420,12.616,29.615,15.019,8423.444,13.829,10.965,29.016,15.705,8393.434,9.564,10.019,18.671,11.696,8410.462,12.719,12.333,29.553,15.832,8437.197,10.376,10.724,22.279,14.849,8457.249,32.803,18.500,29.569,15.664,8415.390,12.933,9.543,22.018,14.892,8487.858,31.592,22.132,42.912,22.106,8580.163,91.906,47.626,49.384,33.795,8600.398,76.444,37.342,61.046,33.237,8930.795,102.879,42.065,69.553,34.640,8612.347,40.901,26.589,52.199,28.905,8541.792,27.760,26.180,46.636,26.524,10134.361,616.202,371.426,640.242,340.641
Omar2-Sleep stage W-09,8404.394,9.945,11.486,26.085,15.073,8418.696,13.466,13.657,26.675,18.998,8417.075,9.664,7.254,13.789,12.074,8459.243,12.592,12.583,24.481,20.573,8436.591,12.796,11.908,29.058,18.527,8580.238,39.719,25.246,38.529,22.961,8392.363,12.159,14.543,22.841,16.120,8578.563,40.049,39.554,35.692,27.769,8652.127,108.640,56.494,72.878,40.753,8887.887,93.514,50.248,38.152,27.778,8108.989,36.379,16.129,29.878,19.624,8499.372,45.954,23.588,36.870,24.445,8422.169,28.293,21.423,36.122,26.164,8846.092,257.575,262.005,398.129,228.507
Omar2-Sleep stage W-10,8412.461,15.691,12.469,23.746,14.171,8437.884,15.672,13.170,22.864,15.469,8402.176,9.106,7.333,13.971,10.523,8380.883,9.532,11.527,22.266,13.350,8434.773,17.072,8.969,23.168,15.968,9907.034,76.693,36.560,35.052,23.024,8441.456,11.212,11.458,21.775,15.823,8409.133,41.071,38.388,49.011,34.456,9112.167,87.995,50.798,69.349,40.786,8188.131,59.005,48.406,50.180,31.294,8529.788,49.782,28.382,41.360,28.923,8432.468,15.748,22.873,33.689,17.897,8541.715,21.543,23.022,31.548,24.505,9339.720,289.313,222.446,422.156,218.818
Omar2-Sleep stage W-11,8416.031,10.874,15.852,28.105,18.171,8430.712,9.990,12.307,25.496,18.621,8405.320,5.491,6.827,13.716,11.793,8439.695,10.187,11.072,20.914,16.296,8454.246,7.285,12.636,21.554,14.712,8445.960,78.196,57.250,88.670,56.210,8426.004,10.933,13.134,19.983,11.875,8513.238,21.628,25.118,33.297,23.518,8931.042,86.673,52.028,84.779,47.667,8583.192,52.575,34.379,49.840,35.485,8911.744,41.159,28.640,38.819,23.855,8478.306,34.290,28.822,41.443,27.275,8450.027,13.718,22.771,32.564,22.199,10030.831,402.758,352.922,514.177,262.691
Omar2-Sleep stage W-12,8418.409,14.686,14.848,25.968,14.490,8425.979,14.565,14.008,23.707,16.872,8403.471,6.632,8.081,14.105,11.001,8421.004,11.054,12.670,19.959,16.451,8436.192,7.934,11.331,21.677,15.398,8293.304,89.577,59.883,92.366,53.317,8387.889,10.608,15.037,25.058,13.571,8493.408,38.609,26.632,41.451,27.387,9061.546,102.789,65.491,116.735,78.602,8572.160,81.602,47.001,76.301,47.060,8717.910,45.875,21.127,33.520,20.631,8487.526,30.842,24.622,37.986,24.336,8483.967,25.351,21.195,38.922,24.043,8978.815,379.588,259.023,414.847,233.781
Omar2-Sleep stage W-13,8416.582,21.696,12.641,30.996,14.428,8434.725,21.105,13.306,23.384,19.183,8399.975,8.889,6.856,12.894,12.676,8388.931,13.862,6.991,20.404,13.787,8426.975,17.033,11.264,21.604,15.178,8565.363,28.994,16.941,22.497,21.925,8414.039,13.135,7.374,18.303,15.098,8482.218,28.227,20.738,30.605,18.367,8317.790,35.104,36.843,58.650,37.413,8582.008,46.947,33.591,37.342,20.506,8357.016,29.507,21.843,35.842,23.055,8560.632,26.188,19.773,36.710,19.523,8604.320,35.443,21.009,39.039,26.121,9817.456,480.331,398.853,692.290,289.951
Omar2-Sleep stage W-14,8382.233,18.316,14.687,25.272,15.120,8393.152,12.332,11.311,24.841,14.859,8390.412,6.457,7.026,15.027,11.122,8400.675,11.801,10.833,21.648,14.545,8380.449,13.058,10.735,20.060,15.746,8570.762,29.814,18.890,33.295,23.391,8375.360,9.126,12.843,24.329,13.488,8496.567,25.509,20.799,30.129,20.733,8284.895,56.739,27.549,46.664,29.820,8727.753,45.330,27.619,34.469,22.724,8437.801,45.039,25.193,28.589,22.306,8521.556,47.349,22.508,27.950,19.017,8595.136,34.316,20.901,31.571,25.704,9737.784,351.632,458.518,576.533,270.476
Omar2-Sleep stage W-15,8388.082,15.900,14.421,25.567,16.163,8396.064,16.238,12.161,24.380,14.976,8409.268,9.493,7.491,15.739,10.525,8410.775,14.241,11.878,22.649,14.827,8400.130,14.556,12.163,25.262,16.651,8438.206,32.859,11.379,36.232,20.934,8381.414,12.319,10.353,22.901,13.368,8415.908,15.874,18.362,32.348,22.464,8473.666,45.628,27.068,33.610,27.167,8563.241,31.732,27.891,39.109,22.345,8626.528,47.314,22.086,34.212,21.205,8526.633,31.589,17.239,35.466,19.088,8400.963,21.196,16.172,33.062,20.077,9031.493,532.417,280.753,527.242,246.583
Omar2-Sleep stage W-16,8441.861,17.996,17.127,32.006,13.903,8458.777,12.412,11.161,31.167,14.954,8413.028,5.717,5.229,14.865,11.552,8440.869,8.684,8.783,22.196,13.763,8451.519,10.697,11.460,21.628,18.853,8531.134,32.945,22.734,30.578,21.888,8424.356,11.724,15.697,29.352,15.349,8482.974,14.631,33.534,28.766,18.522,8509.036,44.357,38.170,58.468,31.674,8613.972,36.037,35.879,37.082,23.358,8648.729,37.311,32.167,47.664,24.331,8550.093,26.362,20.620,41.614,23.529,8556.134,27.092,21.086,40.058,23.185,10222.019,343.592,454.723,469.089,258.732
Omar2-Sleep stage W-17,8440.428,11.424,14.645,25.998,16.865,8441.672,9.917,11.526,25.490,15.894,8403.929,5.070,6.544,13.406,13.093,8404.947,10.709,11.267,25.391,17.793,8420.864,10.102,13.290,21.188,15.757,8744.790,38.817,20.906,34.932,27.743,8424.275,8.543,9.648,20.195,16.371,8597.054,41.495,35.750,49.714,36.706,8811.463,71.166,54.360,89.340,55.499,8850.896,78.554,63.712,93.744,60.938,8618.868,40.420,32.622,37.625,23.181,8578.938,27.736,23.119,40.063,21.611,8528.984,42.998,23.943,48.013,24.525,10047.000,283.107,249.567,498.548,218.366
Omar2-Sleep stage W-18,8454.850,15.891,12.108,24.988,13.862,8440.048,16.121,10.803,24.219,16.353,8398.567,7.290,5.792,15.953,9.144,8410.126,11.460,9.549,23.747,13.383,8444.588,10.224,12.355,22.410,13.954,8489.016,31.884,18.918,33.187,21.155,8436.686,12.029,9.744,20.317,13.832,8554.937,43.878,27.621,47.026,34.532,8830.704,113.167,77.478,123.216,68.638,8765.134,103.437,59.039,102.785,70.367,8786.647,88.282,37.647,42.902,27.582,8656.736,43.092,26.609,49.379,36.200,8547.953,16.483,14.994,32.034,18.866,9689.654,744.725,648.224,1326.686,293.916
Omar2-Sleep stage W-19,8419.544,16.508,14.512,25.285,14.835,8416.796,12.733,10.253,20.143,20.565,8403.135,6.215,6.064,12.948,11.820,8404.729,8.701,9.870,20.398,15.696,8438.743,9.011,7.636,23.816,16.099,8757.579,61.179,37.970,67.218,48.092,8415.810,9.920,10.111,22.887,13.563,8611.862,39.175,25.086,38.547,22.077,8769.668,106.359,60.388,82.257,51.025,8947.714,100.813,49.530,75.181,45.066,8550.840,108.500,59.520,103.076,60.927,8524.129,59.653,33.932,55.539,34.735,8615.911,27.581,24.602,35.501,19.309,10363.106,420.777,418.460,681.826,268.970
Omar2-Sleep stage W-20,8413.893,15.735,13.193,24.600,13.606,8437.978,16.820,11.509,24.716,15.771,8404.088,9.242,7.275,14.355,10.256,8453.554,17.009,9.766,25.731,16.333,8460.425,12.056,10.818,20.415,14.368,8742.935,106.775,62.589,91.774,60.816,8451.184,13.340,13.812,20.121,13.405,8536.977,38.167,22.517,36.857,19.284,8670.534,91.731,48.446,55.870,36.107,8677.237,82.532,36.251,47.619,24.507,8792.722,75.626,48.780,68.450,43.837,8561.983,35.591,17.776,32.106,15.790,8504.569,29.762,23.670,34.631,23.561,9882.675,755.178,752.766,1201.382,499.593
Omar2-Sleep stage W-21,8411.707,15.315,20.399,30.997,14.174,8442.894,14.843,15.586,27.880,16.769,8408.267,6.753,6.241,15.091,10.987,8441.880,8.583,10.441,24.758,16.016,8419.556,9.266,9.024,22.685,15.178,8397.458,24.072,19.653,33.969,24.019,8385.146,9.827,13.329,24.274,15.646,8481.610,38.657,38.844,60.288,30.016,8573.191,109.759,62.026,97.352,65.693,8662.023,103.315,76.084,113.294,64.554,8676.737,48.492,60.207,76.163,35.509,8580.413,38.245,34.251,61.528,31.183,8543.091,23.268,18.663,38.375,18.997,9897.619,811.900,525.125,860.923,457.922
Omar2-Sleep stage W-22,8407.201,12.845,16.841,24.294,18.107,8421.619,9.719,14.866,24.210,13.023,8398.197,4.972,8.572,15.848,12.247,8402.878,10.097,12.935,20.627,14.133,8388.740,6.236,8.580,19.926,14.962,8609.280,38.785,24.916,43.691,27.436,8412.170,7.206,11.137,23.204,15.854,8375.300,17.606,29.466,36.441,21.958,8679.265,34.788,25.385,40.028,28.237,8311.250,28.683,20.975,36.409,19.827,8370.670,41.919,20.476,48.223,27.663,8341.544,19.822,16.863,32.964,21.117,8417.093,21.417,19.476,32.315,22.389,8926.023,365.074,323.759,483.394,280.426
Omar2-Sleep stage W-23,8428.622,19.999,17.646,35.645,16.949,8443.203,17.278,13.987,28.266,16.976,8406.866,7.549,6.852,13.606,11.869,8407.038,13.192,10.338,21.757,13.493,8474.619,14.924,15.594,25.241,17.354,8615.300,43.657,25.130,39.528,26.252,8435.254,16.710,14.903,26.392,14.135,8373.601,23.575,25.156,31.685,19.445,8787.822,35.886,28.763,44.602,26.091,8232.667,28.580,25.968,36.340,22.323,8586.558,43.451,29.263,45.226,25.680,8449.365,37.732,23.499,46.495,29.919,8599.728,31.988,26.386,38.313,20.149,11406.561,689.279,586.889,757.140,410.171
Omar2-Sleep stage W-24,8393.106,13.808,13.995,25.492,15.937,8432.584,11.841,12.920,26.726,17.640,8428.308,6.763,5.125,12.682,11.146,8491.924,15.808,11.221,22.803,18.067,8440.110,11.482,9.563,22.232,17.948,8546.967,27.590,20.885,42.048,27.422,8393.838,12.121,11.135,25.424,17.760,8631.504,63.246,43.081,82.695,51.506,8727.637,200.010,126.472,202.117,134.551,9041.555,168.383,106.189,186.970,119.010,8613.603,53.321,35.278,34.668,21.340,8541.363,25.632,15.874,34.895,22.112,8421.860,33.188,18.466,30.500,21.692,9939.090,682.170,397.895,877.549,476.769
Omar2-Sleep stage W-25,8427.602,10.165,17.052,31.665,14.660,8405.965,10.662,14.709,29.852,16.986,8401.235,7.281,7.716,15.719,12.745,8403.206,12.845,13.452,25.201,15.839,8414.281,10.225,9.268,20.585,14.588,8589.577,36.300,21.262,36.947,27.408,8437.788,8.615,14.466,26.187,17.787,8726.492,67.116,55.860,79.329,48.286,8735.675,214.160,149.192,232.107,147.319,9351.583,180.165,129.032,201.629,124.430,8751.259,60.345,39.739,50.202,31.102,8598.081,32.361,23.570,39.544,24.247,8578.957,23.386,23.556,36.865,22.669,9416.002,401.419,419.429,717.440,300.163
Omar2-Sleep stage W-26,8437.566,12.142,14.713,26.143,16.280,8424.501,7.821,12.700,25.994,17.426,8397.981,5.198,6.238,17.416,12.522,8430.830,13.138,10.195,20.530,16.636,8446.614,5.691,9.841,21.099,13.615,8517.881,32.945,15.236,31.714,23.677,8409.684,11.642,12.288,21.769,17.161,8353.229,16.766,19.584,32.962,21.737,8859.269,37.665,33.958,43.087,36.031,8186.750,28.213,24.771,34.778,25.592,8463.569,37.059,17.708,30.937,19.319,8377.868,24.024,16.642,42.887,24.647,8469.719,24.916,19.444,38.885,23.802,9510.041,466.424,318.506,665.494,339.026
Omar2-Sleep stage W-27,8409.008,14.206,21.884,31.975,13.680,8419.129,15.375,16.681,25.579,17.893,8398.130,8.113,8.585,12.774,11.171,8413.595,12.046,16.318,22.556,15.093,8443.009,10.749,9.546,18.484,14.755,8539.305,20.803,19.530,31.314,25.152,8411.577,13.365,10.256,23.432,15.749,8442.326,20.109,23.150,37.027,18.471,8608.379,37.159,28.414,41.604,24.375,8451.687,29.280,24.282,35.865,20.372,8553.857,56.661,35.552,55.633,38.170,8510.999,26.467,23.352,40.848,24.990,8725.029,54.655,34.521,58.571,37.141,13633.676,885.688,859.355,1272.370,799.059
Omar2-Sleep stage W-28,8457.130,15.537,12.618,32.746,16.259,8488.970,14.627,14.402,29.069,20.743,8416.592,7.254,6.562,13.981,10.440,8437.280,14.754,13.756,29.520,19.460,8430.777,7.808,12.216,23.250,14.482,8767.425,46.996,17.103,32.318,20.118,8422.789,13.713,11.611,20.716,15.856,8581.271,45.009,35.272,53.875,29.584,8731.917,87.870,52.778,78.655,54.876,8918.999,85.401,55.296,70.666,41.945,8691.948,47.721,22.975,49.564,27.168,8542.651,34.662,22.691,43.198,26.233,8587.128,48.839,30.525,75.257,41.016,9631.362,992.877,480.712,978.695,484.212
Omar2-Sleep stage W-29,8414.984,17.274,16.436,30.153,16.023,8413.371,12.432,11.614,30.770,19.645,8397.166,5.784,4.422,13.184,10.391,8409.470,13.604,9.777,25.472,18.185,8389.800,7.931,8.193,21.936,15.740,8401.139,32.198,26.322,56.530,34.868,8413.285,9.753,17.177,27.999,14.588,8560.886,30.387,36.012,49.500,31.350,8479.718,75.099,56.832,67.970,39.656,8891.809,65.669,41.978,58.302,36.328,8524.543,35.566,26.105,36.876,17.846,8548.104,28.126,21.378,42.982,22.731,8722.677,64.574,50.767,79.301,49.236,11196.002,1048.899,873.499,1528.393,714.321
Omar2-Sleep stage W-30,8420.567,17.555,14.912,21.576,14.353,8434.240,15.455,11.950,20.198,16.371,8408.626,7.837,7.554,13.657,13.504,8425.961,12.444,9.901,21.898,14.569,8414.149,10.453,9.586,18.346,13.628,8614.166,24.561,18.739,31.935,25.902,8418.806,9.339,11.338,20.396,18.985,8548.085,19.820,23.874,35.592,22.632,8521.260,69.733,48.216,48.231,33.870,8783.384,54.627,32.435,46.788,28.143,8513.957,32.945,20.731,40.873,29.700,8444.664,22.531,19.653,36.450,25.210,8560.823,86.603,53.553,92.601,60.420,10422.334,483.081,331.802,670.598,413.993
Omar2-Sleep stage W-31,8444.366,16.456,14.352,27.164,14.715,8454.074,10.723,13.438,27.021,12.228,8419.749,7.405,7.372,14.978,11.892,8469.039,15.159,11.243,28.723,18.267,8436.293,7.200,10.977,22.414,11.634,8735.788,33.506,22.431,33.393,24.503,8414.205,12.124,13.139,24.044,17.108,8477.472,34.479,19.508,34.674,24.158,8769.378,91.021,45.878,76.875,52.616,8656.023,78.139,43.858,56.140,42.701,8611.443,80.090,56.027,77.326,49.740,8610.190,21.706,21.511,39.270,24.556,8518.580,42.464,32.648,58.290,29.707,11315.105,689.247,596.872,1003.846,481.997
Omar2-Sleep stage W-32,8412.505,18.453,17.307,29.542,14.873,8437.827,11.930,14.164,28.002,16.851,8407.721,5.437,7.077,13.558,10.913,8428.650,9.935,12.060,22.767,12.343,8444.182,13.252,8.052,22.465,16.773,8538.395,30.549,16.679,34.853,23.160,8433.340,10.305,13.392,27.190,16.272,8439.257,26.315,22.975,31.095,19.284,8865.106,56.104,23.337,44.495,26.922,8442.205,50.930,31.338,34.767,22.926,8976.855,67.892,43.046,56.952,31.974,8586.245,30.821,28.466,31.399,27.632,8841.718,35.541,40.438,43.305,30.608,9671.630,632.157,472.382,1146.968,459.373
Omar2-Sleep stage W-33,8413.864,13.891,10.560,20.963,13.681,8404.945,11.745,12.344,19.695,14.384,8406.145,3.923,5.039,10.907,9.023,8445.129,9.891,10.353,19.209,13.648,8452.134,9.892,7.302,23.264,13.654,8373.516,38.541,14.037,29.922,22.161,8411.393,11.210,8.871,19.465,14.050,8385.128,32.626,19.348,39.237,23.135,8771.182,47.874,23.352,41.013,28.440,8280.765,56.103,21.414,45.534,33.090,8539.022,47.739,28.116,30.274,18.871,8433.133,21.672,17.239,30.563,20.168,8414.263,26.527,13.321,30.974,21.981,10415.608,817.160,576.676,973.449,380.262
Omar2-Sleep stage W-34,8426.128,19.359,15.414,26.102,17.274,8428.393,15.955,13.890,22.805,16.232,8404.715,9.933,9.379,15.317,12.018,8437.198,21.277,15.911,21.062,18.864,8422.940,11.038,11.929,18.711,13.517,8512.581,28.935,21.538,30.557,23.780,8418.877,8.462,14.253,22.713,14.360,8628.226,25.438,26.021,41.902,20.387,8360.975,63.133,38.761,42.651,31.000,8932.410,59.949,27.749,33.729,22.327,8739.148,63.059,35.877,54.051,32.949,8551.755,22.374,26.034,42.512,29.065,8472.493,23.630,18.936,32.291,20.698,9722.602,600.215,462.153,939.275,386.423
Omar2-Sleep stage W-35,8386.125,16.093,19.982,30.523,15.875,8406.691,10.660,11.038,28.591,17.247,8397.418,7.710,5.727,14.375,11.530,8430.122,19.162,11.079,25.452,16.347,8388.214,8.917,10.788,21.654,14.163,8514.517,28.772,20.620,36.325,28.419,8389.638,9.914,14.494,28.068,16.007,8373.420,27.443,27.849,33.423,19.166,8601.110,46.485,26.555,38.840,25.197,8366.296,48.247,31.555,41.778,26.483,8411.674,99.228,44.708,53.463,33.660,8486.889,36.143,26.049,45.153,24.271,8641.016,28.447,21.284,35.558,24.102,10422.449,760.746,662.979,1070.954,398.172
Omar2-Sleep stage W-36,8408.323,16.738,14.611,28.631,16.667,8430.249,13.492,13.618,22.275,15.378,8406.979,8.663,6.214,10.257,9.231,8443.099,15.913,12.710,22.732,16.129,8443.624,10.328,12.119,19.394,13.394,8625.180,48.844,33.760,49.364,33.977,8408.102,10.764,14.824,23.161,14.737,8557.660,35.590,31.203,43.158,32.301,8675.901,106.690,80.339,111.252,60.941,8828.917,94.036,60.326,98.924,70.165,8666.576,43.739,27.344,26.549,19.976,8500.206,21.693,27.224,38.617,24.903,8458.898,28.233,18.930,28.416,18.464,9360.829,471.301,354.964,746.751,299.125
Omar2-Sleep stage W-37,8434.385,12.729,11.404,28.108,15.771,8441.506,9.703,12.844,25.363,16.072,8418.597,6.709,7.425,15.552,11.506,8460.006,18.456,12.015,24.906,17.683,8443.879,8.270,10.330,18.808,15.893,8512.320,45.735,16.427,34.695,26.969,8416.615,11.604,9.603,25.474,16.832,8566.970,40.691,22.240,49.364,28.555,8805.284,127.442,85.664,152.418,88.632,8846.564,105.854,62.428,104.990,69.960,8446.782,42.972,16.303,40.474,23.592,8501.346,19.765,11.244,34.449,23.779,8492.821,22.200,20.010,36.740,24.349,9583.786,638.221,382.168,525.476,275.564
Omar2-Sleep stage W-38,8431.588,20.027,17.141,26.559,15.232,8419.866,15.636,14.527,24.425,15.387,8403.671,7.670,6.165,13.223,9.812,8423.190,15.472,12.200,25.136,16.801,8425.199,9.902,7.652,20.422,16.991,8688.578,51.707,27.469,36.922,26.059,8427.600,14.681,11.390,22.823,15.577,8398.805,29.401,22.648,33.969,23.846,8985.521,77.669,44.492,68.677,46.383,8371.886,62.591,35.316,57.613,32.609,8842.199,93.679,77.277,111.774,70.314,8588.418,35.045,27.528,48.866,31.566,8522.430,36.760,16.629,31.464,20.884,9991.386,705.793,703.503,933.186,382.354
Omar2-Sleep stage W-39,8418.515,12.047,12.586,25.394,14.748,8442.484,17.618,13.820,26.262,14.961,8425.008,9.085,7.930,16.411,10.081,8435.430,13.479,11.953,22.099,13.801,8416.857,16.058,10.598,23.845,16.298,8555.429,41.405,37.362,53.871,36.257,8414.625,12.284,11.470,27.939,15.988,8476.504,17.778,18.051,37.388,20.231,8620.749,64.526,42.625,64.688,44.228,8607.338,40.262,32.710,58.040,28.733,8658.036,65.916,51.932,82.452,53.897,8486.962,21.186,22.119,33.369,21.338,8371.563,16.000,18.564,34.911,21.404,9550.749,561.447,373.913,599.267,385.101
Omar2-Sleep stage W-40,8420.022,22.048,14.816,28.864,14.102,8418.779,11.177,15.304,26.193,14.400,8394.814,7.738,5.324,13.805,11.256,8411.858,11.451,10.536,23.690,13.792,8405.453,7.863,12.496,20.806,16.382,8651.702,56.063,49.206,74.800,40.123,8397.113,9.754,13.108,25.667,13.359,8494.594,28.273,23.512,36.785,16.612,8329.842,61.022,33.547,56.493,28.458,8711.653,56.041,23.448,47.461,26.249,8675.370,71.143,28.217,40.146,21.610,8720.029,56.176,37.476,72.952,43.900,8671.160,37.579,22.808,37.950,22.042,10147.147,349.238,288.479,591.954,280.347
Omar2-Sleep stage W-41,8430.859,16.490,17.876,27.985,15.497,8424.576,13.787,14.694,28.810,16.685,8401.648,9.239,7.948,13.485,12.482,8412.693,25.401,16.349,24.720,17.954,8433.913,7.331,8.585,20.416,16.527,8495.701,32.803,23.197,45.462,28.156,8414.969,11.427,9.853,22.419,14.767,8545.524,34.373,30.701,39.555,23.607,8621.504,100.452,64.874,91.493,54.806,8814.580,78.472,49.814,65.139,41.534,8664.122,73.135,30.658,61.135,36.118,8576.341,53.215,28.663,48.684,26.216,8441.651,35.161,24.407,32.429,20.066,8968.343,414.646,358.834,543.805,319.672
Omar2-Sleep stage W-42,8409.475,16.863,11.956,26.143,15.324,8410.650,18.301,13.135,26.179,11.859,8403.724,7.571,4.856,12.888,9.476,8427.493,14.903,10.836,23.551,11.841,8427.192,10.100,11.151,22.893,13.600,8668.783,35.384,15.080,36.143,23.129,8405.466,10.070,10.592,29.572,17.158,8405.720,29.321,21.498,39.456,16.000,8934.024,41.187,38.867,48.915,27.510,8437.891,44.512,29.439,38.761,22.794,8556.105,94.546,76.695,116.009,66.993,8326.223,36.196,26.620,51.504,27.555,8386.653,13.480,15.741,37.799,18.501,10482.260,392.215,422.629,431.466,168.983
