File Name,F3 Delta,F3 Theta,F3 Alpha,F3 Beta,F3 Gamma,FC5 Delta,FC5 Theta,FC5 Alpha,FC5 Beta,FC5 Gamma,AF3 Delta,AF3 Theta,AF3 Alpha,AF3 Beta,AF3 Gamma,F7 Delta,F7 Theta,F7 Alpha,F7 Beta,F7 Gamma,T7 Delta,T7 Theta,T7 Alpha,T7 Beta,T7 Gamma,P7 Delta,P7 Theta,P7 Alpha,P7 Beta,P7 Gamma,O1 Delta,O1 Theta,O1 Alpha,O1 Beta,O1 Gamma,O2 Delta,O2 Theta,O2 Alpha,O2 Beta,O2 Gamma,P8 Delta,P8 Theta,P8 Alpha,P8 Beta,P8 Gamma,T8 Delta,T8 Theta,T8 Alpha,T8 Beta,T8 Gamma,F8 Delta,F8 Theta,F8 Alpha,F8 Beta,F8 Gamma,AF4 Delta,AF4 Theta,AF4 Alpha,AF4 Beta,AF4 Gamma,FC6 Delta,FC6 Theta,FC6 Alpha,FC6 Beta,FC6 Gamma,F4 Delta,F4 Theta,F4 Alpha,F4 Beta,F4 Gamma
Omar3-Sleep stage W-30,35201653.777,31.526,15.202,18.331,4.445,35162719.765,12.871,7.535,13.935,5.704,35173818.288,2.772,1.422,2.155,2.600,35025925.865,14.515,5.441,11.068,3.609,35082117.741,3.223,8.625,8.611,8.588,35384222.360,104.881,37.380,56.608,18.693,35208764.609,4.704,8.424,10.151,5.658,35366399.200,56.867,62.666,20.769,10.291,34547368.535,403.142,114.081,116.623,29.277,35778876.635,363.065,78.342,71.485,33.316,35147680.947,44.722,25.531,20.465,6.657,35607025.000,39.096,19.450,34.967,14.725,35845037.869,81.348,28.403,22.731,10.706,35179461.886,50.843,30.086,26.300,9.413
Omar3-Sleep stage W-31,35192996.862,28.868,16.963,15.567,5.426,35049423.665,10.050,15.325,9.055,5.163,35180361.224,1.262,1.081,2.327,1.933,35309909.639,6.499,8.194,7.932,5.349,35154806.910,5.577,4.883,6.697,8.341,36293444.301,72.785,18.341,19.044,16.430,35249796.428,12.296,18.027,9.374,4.725,34970929.371,17.492,41.830,37.256,13.312,35874253.245,183.802,75.056,70.226,29.280,34570096.606,107.877,85.672,48.061,26.666,35588140.737,55.178,40.425,16.032,9.334,34953808.692,107.704,28.119,40.477,14.768,34991544.333,63.914,22.999,17.330,9.862,35109115.462,67.382,24.555,19.260,7.834
Omar3-Sleep stage W-32,35372028.889,23.311,11.992,15.270,6.218,35252100.556,9.232,7.793,12.992,5.985,35174190.287,2.331,0.605,2.179,1.725,35125350.124,28.134,7.149,10.116,4.977,35035969.197,4.807,5.350,10.010,5.437,36088337.579,41.840,13.821,17.195,9.309,35211951.208,6.892,4.168,5.399,4.637,35107930.691,38.534,13.343,18.569,5.409,35849615.482,162.224,38.226,54.535,21.188,34804081.473,84.100,40.269,43.304,14.299,35484512.259,46.302,33.321,24.747,9.487,35639274.824,50.455,37.227,26.741,10.616,34734980.286,20.862,16.517,21.133,9.719,35224602.385,17.891,32.473,23.626,8.434
Omar3-Sleep stage W-33,35023726.043,14.832,19.292,16.893,6.329,35174847.096,13.583,10.268,13.710,7.681,35145238.145,1.009,0.875,2.418,1.892,35380987.998,7.169,4.666,9.934,7.602,35200429.418,5.462,5.743,9.635,5.856,33771622.234,46.180,29.099,33.780,17.972,35159156.018,5.286,4.509,8.174,4.448,35073238.901,45.144,19.674,20.815,7.753,35493962.259,232.459,106.646,105.359,35.512,34915446.026,192.282,60.961,57.992,24.414,34467805.379,23.981,13.729,17.478,10.605,34079694.298,21.272,13.007,29.066,18.507,35785266.100,25.085,12.508,16.382,11.499,35164075.494,14.328,18.577,17.569,8.403
Omar3-Sleep stage W-34,34945051.896,20.665,23.692,26.935,6.789,35088591.680,20.863,5.663,13.401,7.196,35130832.448,1.916,1.101,2.389,2.238,35204218.011,18.298,5.846,9.588,3.488,35229032.458,7.157,3.523,8.011,4.611,35209454.594,27.492,14.811,19.056,10.423,35194657.797,12.107,10.590,14.648,3.320,35370108.764,15.080,38.972,22.324,6.851,34309771.031,39.460,26.551,40.585,20.204,35896851.153,32.010,26.051,19.363,12.679,35029587.724,138.164,33.886,21.632,9.677,36182862.067,88.904,41.645,52.231,24.418,35104134.447,178.538,32.120,25.873,10.732,34857225.889,48.375,28.240,24.844,6.861
Omar3-Sleep stage W-35,35224588.632,38.529,16.086,15.149,7.059,35170946.055,11.353,8.274,10.892,4.538,35190608.823,2.170,1.625,1.993,1.570,35114203.367,5.438,5.392,8.929,6.151,35166664.643,4.599,4.095,8.341,6.419,35189802.387,196.789,65.731,51.461,23.390,35236560.757,8.415,6.723,9.776,5.792,34851915.003,15.230,32.770,25.450,7.786,36070632.132,65.569,50.315,54.809,15.761,34463645.817,24.595,28.867,24.427,9.690,36264900.641,95.227,29.829,23.956,7.557,35771368.670,41.449,24.654,26.860,11.771,36580985.189,208.701,58.142,39.398,12.233,35195561.734,37.130,24.476,20.346,7.335
Omar3-Sleep stage W-36,35267475.064,24.656,34.589,22.874,4.348,35342951.975,14.304,13.548,10.995,4.566,35204944.375,1.264,1.308,1.829,1.869,35004983.134,11.792,9.846,9.405,4.179,35358932.118,3.775,4.039,9.570,4.083,35514892.947,183.981,67.620,64.210,22.107,35261502.840,11.361,10.302,8.735,4.907,35367376.732,23.192,37.391,39.235,4.394,35430909.901,92.245,58.140,47.942,20.991,35410503.997,69.602,34.445,40.862,12.565,34717214.707,150.150,16.777,24.997,8.132,35266945.028,60.876,33.399,43.277,14.845,33596473.503,153.631,82.679,58.985,22.204,35474190.612,41.329,22.851,26.749,7.055
Omar3-Sleep stage W-37,35231232.630,11.798,11.695,13.709,5.617,35211836.412,12.305,6.653,12.141,4.712,35311452.994,1.517,0.510,2.316,2.023,35162828.788,8.559,3.858,7.989,5.104,35158434.421,6.602,4.240,8.217,3.436,35072360.802,152.524,47.803,60.393,20.821,35156893.273,9.597,4.366,9.250,4.422,35481858.465,15.660,14.604,21.229,7.029,33789736.608,34.116,17.172,24.774,10.690,36234642.115,11.240,16.444,20.472,10.112,35151048.694,34.087,21.397,20.242,7.603,34619662.681,53.135,23.745,41.187,16.414,34486409.458,30.976,21.045,31.007,8.639,35274910.631,9.782,21.317,23.337,9.036
Omar3-Sleep stage W-38,35197389.717,33.938,20.256,17.015,5.366,35164746.915,30.043,11.189,11.222,7.416,35301458.013,5.903,1.482,2.459,1.811,35365267.722,66.933,9.592,8.101,5.769,35309224.633,7.203,9.025,8.405,5.119,36195891.335,73.558,30.830,23.714,10.353,35164646.071,10.808,9.414,10.489,6.089,35042578.054,20.452,17.895,13.092,8.345,35525448.162,32.560,13.958,23.890,15.838,34793410.167,45.049,28.820,17.686,15.661,34758132.222,80.979,23.459,11.733,8.892,34865563.343,207.635,52.664,43.523,14.586,34812302.310,72.887,22.664,18.016,11.677,34981444.379,27.604,26.466,18.307,7.886
Omar3-Sleep stage W-39,35051970.283,11.131,17.192,13.532,4.439,35049138.472,10.196,14.500,11.079,4.584,35168551.667,1.363,0.867,2.153,1.329,35176906.889,5.389,6.743,6.717,3.334,34964953.360,4.376,6.785,6.961,5.607,33181134.175,31.324,11.355,15.047,8.457,34965402.729,3.388,5.114,5.251,2.365,34927666.406,15.894,18.451,18.986,6.032,35516527.991,18.810,18.818,23.166,13.480,34590885.194,25.693,19.491,23.054,9.437,34695007.939,8.389,6.897,11.791,8.493,34172038.601,15.175,12.763,24.087,12.187,35749956.704,26.724,23.684,23.540,9.074,34862965.350,11.768,18.356,13.882,5.333
Omar3-Sleep stage W-40,35198042.809,15.788,13.240,14.974,4.144,35257514.698,7.602,7.149,12.576,5.091,35162564.772,1.396,0.618,2.559,2.151,35066582.425,7.320,4.890,9.777,6.090,35145841.994,4.436,2.807,6.644,2.865,36009944.972,226.669,66.904,56.352,21.517,35277360.314,9.205,3.828,7.562,3.911,36073493.746,22.632,15.848,14.056,7.714,32049662.315,120.098,43.738,35.106,10.269,37846176.737,103.177,29.045,24.065,9.792,35266343.154,68.163,18.630,21.837,11.734,37401828.039,55.025,23.958,26.390,17.596,35071209.780,109.614,59.180,47.493,13.961,35243242.383,18.619,28.257,12.993,7.191
Omar3-Sleep stage W-41,35250561.868,28.159,21.414,21.087,3.255,35244384.957,14.813,11.312,14.181,4.784,35148755.240,1.292,2.690,2.543,2.594,35043169.652,12.493,13.788,9.766,4.124,35226768.885,9.429,8.917,8.055,3.544,36451084.146,110.996,36.952,51.154,16.590,35361812.311,7.001,5.947,8.250,2.852,34905832.442,27.181,22.863,17.792,6.395,37142590.489,64.019,43.608,28.637,15.860,34055830.594,41.234,17.353,26.992,10.154,35815059.281,65.089,28.970,32.957,8.040,33920492.485,63.099,20.395,38.755,12.408,35454682.940,29.706,16.727,16.585,8.527,35533948.533,16.144,22.016,22.874,5.131
Omar3-Sleep stage W-42,35124872.726,24.907,23.245,15.558,3.583,35199264.233,19.560,9.659,12.306,5.018,35274472.723,3.008,1.125,2.346,2.282,35186276.720,32.018,7.705,8.581,4.733,35246462.481,8.109,4.407,6.410,4.147,35067910.132,100.739,18.646,12.772,8.001,35340174.597,9.131,5.887,7.508,3.603,34854952.941,51.530,31.946,22.674,5.437,36533353.467,51.301,27.842,24.313,14.780,34248212.027,52.243,17.391,16.713,9.187,34886372.105,78.429,19.749,19.740,8.456,35500956.323,86.261,25.585,23.396,11.664,34600418.570,111.071,42.654,23.742,8.610,35077085.703,33.936,26.387,21.031,6.144
Omar3-Sleep stage W-43,35063172.123,96.105,31.546,17.977,6.180,35206128.579,33.878,9.727,13.423,7.338,35354501.880,8.878,1.598,1.963,2.508,35462004.374,102.898,15.833,11.540,7.908,35500651.610,7.547,6.396,8.349,4.487,35889406.400,403.399,109.794,73.509,26.517,35130833.645,21.769,8.078,14.346,3.817,35043260.211,54.914,24.479,30.370,5.809,35493139.248,65.734,36.179,40.346,9.320,34793665.998,79.476,25.763,30.601,7.673,35231853.172,511.870,67.528,60.426,13.896,34436703.683,436.212,50.292,42.297,12.425,35556887.999,187.441,36.165,42.868,11.890,35020681.047,134.918,28.844,34.121,8.720
Omar3-Sleep stage W-44,35320476.371,31.295,24.425,20.798,6.866,35100479.266,14.577,10.472,11.097,4.065,35129878.028,2.689,1.703,1.772,1.709,34886885.967,26.211,12.566,8.289,5.255,35036273.294,3.367,6.171,10.482,6.832,32950091.681,133.917,52.581,50.418,22.085,34997234.633,7.497,6.805,9.336,3.396,35381665.201,24.976,59.875,55.563,8.314,35415134.673,18.101,45.969,45.862,10.039,35475036.568,41.735,51.325,38.871,14.769,35548374.368,122.381,44.168,43.540,12.976,35398111.958,164.453,48.155,40.307,19.539,35741417.623,43.584,33.809,25.075,14.131,35329034.035,42.688,40.153,30.427,9.431
